Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1.0,0.0,0.0,1.0,0.0,0.0,1.0,31,3354,4,5,4,38,47.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,59,1154,5,5,3,19,28.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,16,581,2,3,2,20,16.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,34,479,5,3,5,19,27.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,41,626,5,5,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,41,2519,3,3,3,3,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,31,1107,5,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,35,692,5,5,5,78,65.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,22,2734,4,5,4,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,63,557,3,2,3,81,62.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,37,862,4,4,4,0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,28,2182,3,3,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,59,1979,5,5,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,47,473,3,3,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,1189,4,4,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,20,223,4,5,4,20,12.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,22,3958,1,4,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,60,1885,4,4,4,0,3.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,24,748,1,1,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,717,2,2,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,19,772,3,3,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,54,1199,3,3,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,42,2434,5,5,5,2,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,60,1062,1,1,3,0,2.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,45,544,1,1,3,0,20.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,40,407,4,3,4,11,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,35,436,4,5,4,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,35,1533,4,4,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,10,204,2,3,2,0,13.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,28,2840,2,3,2,14,17.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,59,483,2,2,3,103,102.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,50,1025,3,4,3,7,20.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,45,3621,3,2,5,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,58,436,3,3,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,56,2615,2,2,1,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,38,826,5,4,5,2,5.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,61,404,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,57,2714,2,2,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,42,2986,3,3,4,13,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,53,84,5,2,5,15,9.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,1916,5,5,5,11,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,69,347,3,3,5,0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,40,125,5,2,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,29,468,3,5,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,337,5,5,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,55,2962,2,2,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,9,2174,3,3,3,28,26.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,1046,4,4,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,38,2506,5,5,2,3,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,38,589,4,2,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,8,1620,1,3,1,8,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,47,2165,5,5,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,22,1521,4,3,4,27,16.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,68,794,2,2,5,4,10.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,33,821,1,4,1,25,23.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,17,3465,3,3,3,16,20.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,49,2701,2,4,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,15,785,1,4,1,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,48,338,4,5,4,0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,48,989,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,57,1746,5,5,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,57,2135,5,5,5,6,2.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,34,1136,2,2,4,104,92.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,28,1784,4,4,4,18,14.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,55,290,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,35,944,4,4,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,18,2454,4,4,4,9,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,10,874,5,4,5,4,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,29,3637,4,5,4,0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,41,641,5,4,5,0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,49,214,4,5,4,28,25.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,42,1804,5,5,5,21,2.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,30,447,3,4,4,145,138.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,57,102,1,4,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,45,3563,2,2,1,119,104.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,53,3058,3,3,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,61,2133,1,5,1,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,68,280,1,5,1,1,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,27,1721,5,4,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,51,337,2,4,2,31,25.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,50,3433,5,3,4,45,59.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,42,2455,5,5,4,0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,65,399,3,3,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,45,2704,4,4,1,0,3.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,15,481,1,3,1,6,7.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,590,5,5,3,45,50.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,40,248,5,5,4,0,1.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,53,972,2,4,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,24,594,2,3,2,37,53.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,2688,4,4,5,3,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,26,402,2,5,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,3480,4,4,4,10,8.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,23,266,2,5,2,0,15.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,49,182,2,2,2,0,18.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,45,109,4,5,4,5,5.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,37,308,5,5,1,6,8.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,26,236,2,5,2,0,3.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,43,337,2,2,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,33,985,4,4,5,16,6.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,48,383,2,3,2,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,13,651,4,3,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,66,496,2,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,34,2928,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,3792,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,22,2496,2,4,2,45,34.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,33,2197,1,2,5,281,287.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,56,2273,5,5,3,0,10.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,52,3089,5,2,4,15,18.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,41,2500,4,4,4,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,37,207,2,3,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,38,2796,2,2,4,0,7.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,54,762,1,1,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,48,3700,5,5,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,57,577,5,5,4,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,56,305,4,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,49,3256,5,5,3,21,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,29,738,1,5,1,74,79.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,41,1069,3,3,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,2370,5,5,3,0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,49,2153,3,3,5,13,8.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,55,507,5,5,4,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,61,1535,2,4,2,16,11.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,61,1606,3,3,2,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,42,2698,4,4,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,59,2172,3,3,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,42,737,4,4,5,0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,47,737,4,3,4,37,20.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,16,964,3,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,47,406,4,4,5,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,57,551,5,5,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,28,929,3,4,3,0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,34,600,5,2,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,27,1878,1,4,1,0,8.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,31,488,4,2,4,3,19.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,37,509,4,4,4,0,3.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,51,1183,5,5,3,33,19.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,40,645,2,2,2,73,64.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,56,2586,3,3,2,29,18.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,39,711,5,5,3,7,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,42,650,4,4,4,3,26.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,63,1596,2,2,2,0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,36,86,5,4,5,1,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,24,1598,5,3,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,48,895,5,5,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,7,405,1,5,1,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,53,595,2,3,2,14,42.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,54,802,5,5,4,71,70.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,46,862,4,1,4,1,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,965,1,1,5,11,4.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,31,588,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,62,3283,1,1,2,50,40.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,46,130,4,4,4,10,7.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,3737,3,3,3,22,22.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,38,2572,5,5,3,99,111.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,13,3365,1,3,4,69,102.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,30,399,1,1,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,48,3567,4,4,4,0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,47,728,3,3,2,0,17.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,21,1671,4,3,4,0,2.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,39,3124,5,5,4,24,11.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,12,1192,3,2,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,66,393,2,2,1,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,60,532,5,5,4,0,4.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,42,2607,4,5,4,1,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,9,525,3,4,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,32,806,3,3,3,9,10.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,2929,5,5,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,47,2093,5,5,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,45,175,4,4,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,34,1671,5,5,3,0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,56,543,3,3,5,114,105.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,24,594,5,5,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,35,937,1,5,1,22,24.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,47,3232,1,5,4,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,34,153,1,2,1,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,24,1592,3,5,3,93,86.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,49,2951,4,4,5,0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,21,854,4,5,4,3,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,10,227,1,4,1,39,56.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,22,3761,4,2,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,59,295,2,3,4,60,51.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,44,845,1,1,4,29,8.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,30,3189,5,4,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,24,622,5,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,62,109,5,5,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,40,1463,5,3,4,154,163.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,35,2863,5,5,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,40,3059,4,4,3,65,42.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,55,1235,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,49,2493,1,1,1,23,12.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,44,240,5,5,4,16,11.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,50,2466,4,4,4,4,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,50,1555,4,4,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,27,236,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,60,1587,5,5,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,47,695,4,4,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,65,1590,4,3,4,1,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,1346,4,4,3,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,55,599,1,1,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,50,1192,1,1,4,6,2.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,49,867,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,119,5,5,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,50,235,4,4,3,27,40.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,80,611,2,2,3,0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,44,3898,4,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,3910,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,51,2217,4,4,3,27,44.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,21,2295,1,4,3,158,130.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,22,1017,1,4,1,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,44,2858,2,2,5,2,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,52,2914,4,4,3,14,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,58,187,3,4,3,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,3470,3,3,5,0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,60,2825,5,5,4,5,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,44,1903,4,4,4,0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,51,912,2,2,1,30,34.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,31,717,5,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,16,712,3,5,3,1,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,39,1500,2,2,4,44,26.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,20,1504,5,1,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,60,1579,4,4,5,1,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,40,2704,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,1857,4,4,5,17,18.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,40,2391,5,2,4,4,5.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,50,2085,5,4,1,63,65.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,39,735,2,5,2,1,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,37,3588,3,3,3,8,3.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,38,347,4,4,4,22,13.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,44,867,4,4,3,6,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,52,235,1,1,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,60,737,4,4,3,5,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,46,395,5,3,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,57,412,2,2,3,7,6.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,33,588,5,1,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,2396,5,5,3,0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,43,361,4,2,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,46,1960,1,1,5,25,18.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,35,472,5,5,5,0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,52,1739,5,5,3,60,36.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,28,269,3,2,3,3,12.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,27,1723,1,4,1,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,52,2402,4,1,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,13,844,1,5,1,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,22,712,1,4,1,0,25.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,57,391,4,4,5,29,33.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,1488,1,1,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,2565,5,5,5,0,2.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,37,1605,3,3,4,15,23.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,54,2218,4,4,4,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,29,1576,5,5,5,20,13.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,2111,4,4,4,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,37,1992,5,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,52,2205,4,4,1,14,8.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,57,605,1,4,1,21,18.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,26,519,4,3,4,19,14.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,44,1926,4,4,5,0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,337,5,5,3,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,51,2848,1,1,3,8,6.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,2006,4,4,4,28,36.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,52,489,3,3,2,0,6.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,38,189,1,3,1,4,8.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,40,2422,5,5,5,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,46,1135,3,3,4,0,7.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,20,1096,2,4,2,16,20.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,59,270,3,3,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,60,2424,5,5,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,54,928,3,3,3,91,124.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,3467,4,4,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,48,554,2,2,4,105,93.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,51,2106,3,3,4,3,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,38,822,3,4,3,21,17.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,39,2069,2,3,5,206,219.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,48,994,3,3,5,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,56,867,5,5,4,12,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,47,1197,5,5,3,0,2.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,19,129,3,5,3,0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,59,1068,4,4,3,1,2.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,33,2454,4,4,5,0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,13,874,2,3,2,4,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,45,2830,5,5,3,0,8.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,28,2444,3,4,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,44,934,4,5,4,19,19.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,46,1828,4,4,4,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,70,1009,3,3,3,0,25.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,36,209,4,4,4,30,30.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,67,334,2,5,5,11,9.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,61,1871,2,2,2,64,56.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,44,2119,3,3,5,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,38,666,3,3,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,24,750,3,1,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,61,458,3,3,4,10,8.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,58,1620,1,1,1,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,49,2472,3,3,4,88,89.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,22,1567,3,4,3,0,16.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,25,2475,3,3,5,27,13.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,22,444,1,5,1,55,43.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,43,1589,2,5,3,145,140.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,23,950,2,5,2,0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,63,606,2,4,2,0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,22,1346,4,4,4,2,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,34,2314,2,2,3,30,18.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,38,2149,5,5,2,0,20.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,991,2,2,2,86,117.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,51,109,4,5,5,122,121.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,62,2356,4,4,2,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,47,1076,3,4,3,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,69,468,3,4,3,0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,31,102,5,2,5,0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,51,368,4,4,4,0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,72,543,2,2,1,2,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,70,814,2,1,4,0,0.0
